lat,long,time,
52.9333,-1.5,1388534400,
52.9333,-1.5,1388620800,
52.9333,-1.5,1388707200,
52.9333,-1.5,1388793600,
52.9333,-1.5,1388880000,
52.9333,-1.5,1388966400,
52.9333,-1.5,1389052800,
52.9333,-1.5,1389139200,
52.9333,-1.5,1389225600,
52.9333,-1.5,1389312000,
52.9333,-1.5,1389398400,
52.9333,-1.5,1389484800,
52.9333,-1.5,1389571200,
52.9333,-1.5,1389657600,
52.9333,-1.5,1389744000,
52.9333,-1.5,1389830400,
52.9333,-1.5,1389916800,
52.9333,-1.5,1390003200,
52.9333,-1.5,1390089600,
52.9333,-1.5,1390176000,
52.9333,-1.5,1390262400,
52.9333,-1.5,1390348800,
52.9333,-1.5,1390435200,
52.9333,-1.5,1390521600,
52.9333,-1.5,1390608000,
52.9333,-1.5,1390694400,
52.9333,-1.5,1390780800,
52.9333,-1.5,1390867200,
52.9333,-1.5,1390953600,
52.9333,-1.5,1391040000,
52.9333,-1.5,1391126400,
52.9333,-1.5,1391212800,
52.9333,-1.5,1391299200,
52.9333,-1.5,1391385600,
52.9333,-1.5,1391472000,
52.9333,-1.5,1391558400,
52.9333,-1.5,1391644800,
52.9333,-1.5,1391731200,
52.9333,-1.5,1391817600,
52.9333,-1.5,1391904000,
52.9333,-1.5,1391990400,
52.9333,-1.5,1392076800,
52.9333,-1.5,1392163200,
52.9333,-1.5,1392249600,
52.9333,-1.5,1392336000,
52.9333,-1.5,1392422400,
52.9333,-1.5,1392508800,
52.9333,-1.5,1392595200,
52.9333,-1.5,1392681600,
52.9333,-1.5,1392768000,
52.9333,-1.5,1392854400,
52.9333,-1.5,1392940800,
52.9333,-1.5,1393027200,
52.9333,-1.5,1393113600,
52.9333,-1.5,1393200000,
52.9333,-1.5,1393286400,
52.9333,-1.5,1393372800,
52.9333,-1.5,1393459200,
52.9333,-1.5,1393545600,
52.9333,-1.5,1393632000,
52.9333,-1.5,1393718400,
52.9333,-1.5,1393804800,
52.9333,-1.5,1393891200,
52.9333,-1.5,1393977600,
52.9333,-1.5,1394064000,
52.9333,-1.5,1394150400,
52.9333,-1.5,1394236800,
52.9333,-1.5,1394323200,
52.9333,-1.5,1394409600,
52.9333,-1.5,1394496000,
52.9333,-1.5,1394582400,
52.9333,-1.5,1394668800,
52.9333,-1.5,1394755200,
52.9333,-1.5,1394841600,
52.9333,-1.5,1394928000,
52.9333,-1.5,1395014400,
52.9333,-1.5,1395100800,
52.9333,-1.5,1395187200,
52.9333,-1.5,1395273600,
52.9333,-1.5,1395360000,
52.9333,-1.5,1395446400,
52.9333,-1.5,1395532800,
52.9333,-1.5,1395619200,
52.9333,-1.5,1395705600,
52.9333,-1.5,1395792000,
52.9333,-1.5,1395878400,
52.9333,-1.5,1395964800,
52.9333,-1.5,1396051200,
52.9333,-1.5,1396137600,
52.9333,-1.5,1396224000,
52.9333,-1.5,1396310400,
52.9333,-1.5,1396396800,
52.9333,-1.5,1396483200,
52.9333,-1.5,1396569600,
52.9333,-1.5,1396656000,
52.9333,-1.5,1396742400,
52.9333,-1.5,1396828800,
52.9333,-1.5,1396915200,
52.9333,-1.5,1397001600,
52.9333,-1.5,1397088000,
52.9333,-1.5,1397174400,
52.9333,-1.5,1397260800,
52.9333,-1.5,1397347200,
52.9333,-1.5,1397433600,
52.9333,-1.5,1397520000,
52.9333,-1.5,1397606400,
52.9333,-1.5,1397692800,
52.9333,-1.5,1397779200,
52.9333,-1.5,1397865600,
52.9333,-1.5,1397952000,
52.9333,-1.5,1398038400,
52.9333,-1.5,1398124800,
52.9333,-1.5,1398211200,
52.9333,-1.5,1398297600,
52.9333,-1.5,1398384000,
52.9333,-1.5,1398470400,
52.9333,-1.5,1398556800,
52.9333,-1.5,1398643200,
52.9333,-1.5,1398729600,
52.9333,-1.5,1398816000,
52.9333,-1.5,1398902400,
52.9333,-1.5,1398988800,
52.9333,-1.5,1399075200,
52.9333,-1.5,1399161600,
52.9333,-1.5,1399248000,
52.9333,-1.5,1399334400,
52.9333,-1.5,1399420800,
52.9333,-1.5,1399507200,
52.9333,-1.5,1399593600,
52.9333,-1.5,1399680000,
52.9333,-1.5,1399766400,
52.9333,-1.5,1399852800,
52.9333,-1.5,1399939200,
52.9333,-1.5,1400025600,
52.9333,-1.5,1400112000,
52.9333,-1.5,1400198400,
52.9333,-1.5,1400284800,
52.9333,-1.5,1400371200,
52.9333,-1.5,1400457600,
52.9333,-1.5,1400544000,
52.9333,-1.5,1400630400,
52.9333,-1.5,1400716800,
52.9333,-1.5,1400803200,
52.9333,-1.5,1400889600,
52.9333,-1.5,1400976000,
52.9333,-1.5,1401062400,
52.9333,-1.5,1401148800,
52.9333,-1.5,1401235200,
52.9333,-1.5,1401321600,
52.9333,-1.5,1401408000,
52.9333,-1.5,1401494400,
52.9333,-1.5,1401580800,
52.9333,-1.5,1401667200,
52.9333,-1.5,1401753600,
52.9333,-1.5,1401840000,
52.9333,-1.5,1401926400,
52.9333,-1.5,1402012800,
52.9333,-1.5,1402099200,
52.9333,-1.5,1402185600,
52.9333,-1.5,1402272000,
52.9333,-1.5,1402358400,
52.9333,-1.5,1402444800,
52.9333,-1.5,1402531200,
52.9333,-1.5,1402617600,
52.9333,-1.5,1402704000,
52.9333,-1.5,1402790400,
52.9333,-1.5,1402876800,
52.9333,-1.5,1402963200,
52.9333,-1.5,1403049600,
52.9333,-1.5,1403136000,
52.9333,-1.5,1403222400,
52.9333,-1.5,1403308800,
52.9333,-1.5,1403395200,
52.9333,-1.5,1403481600,
52.9333,-1.5,1403568000,
52.9333,-1.5,1403654400,
52.9333,-1.5,1403740800,
52.9333,-1.5,1403827200,
52.9333,-1.5,1403913600,
52.9333,-1.5,1404000000,
52.9333,-1.5,1404086400,
52.9333,-1.5,1404172800,
52.9333,-1.5,1404259200,
52.9333,-1.5,1404345600,
52.9333,-1.5,1404432000,
52.9333,-1.5,1404518400,
52.9333,-1.5,1404604800,
52.9333,-1.5,1404691200,
52.9333,-1.5,1404777600,
52.9333,-1.5,1404864000,
52.9333,-1.5,1404950400,
52.9333,-1.5,1405036800,
52.9333,-1.5,1405123200,
52.9333,-1.5,1405209600,
52.9333,-1.5,1405296000,